ocn191747947,9.7816E+12,10$aTheology and Down syndrome :$breimagining disability in late modernity /$cAmos Yong.
ocn925585778,9.7816E+12,"00$aTeaching global theologies :$bpower and praxis /$cKwok Pui-lan, Dwight N. Hopkins, and Cecilia Gonza?lez-Andrieu, editors."
